Economy_Label,Partner_Label,Index_Value,Index_Footnote,Index_MissingValue
"Guinea","Brazil",0.23,,
"Guinea","British Virgin Islands",0.09,,
"Guinea","Brunei Darussalam",0.1,,
"Guinea","Bulgaria",0.19,,
"Guinea","Cabo Verde",0.17,,
"Guinea","Cambodia",0.11,,
"Guinea","Cameroon",0.22,,
"Guinea","Canada",0.23,,
"Guinea","Cayman Islands",0.08,,
"Guinea","Chile",0.21,,
"Guinea","China",0.26,,
"Guinea","China, Hong Kong SAR",0.22,,
"Guinea","China, Taiwan Province of",0.23,,
"Guinea","Christmas Island",0.08,,
"Guinea","Colombia",0.23,,
"Guinea","Comoros",0.1,,
"Guinea","Congo",0.3,,
"Guinea","Cook Islands",0.09,,
"Guinea","Costa Rica",0.22,,
"Guinea","Cote d'Ivoire",0.3,,
"Guinea","Croatia",0.13,,
"Guinea","Cuba",0.18,,
"Guinea","Curacao",0.18,,
"Guinea","Cyprus",0.2,,
"Guinea","Dem. Rep. of the Congo",0.18,,
"Guinea","Denmark",0.21,,
"Guinea","Djibouti",0.2,,
"Guinea","Dominica",0.18,,
"Guinea","Dominican Republic",0.23,,
"Guinea","Ecuador",0.22,,
"Guinea","Egypt",0.23,,
"Guinea","El Salvador",0.11,,
"Guinea","Equatorial Guinea",0.21,,
"Guinea","Eritrea",0.09,,
"Guinea","Estonia",0.18,,
"Guinea","Faroe Islands",0.18,,
"Guinea","Fiji",0.13,,
"Guinea","Finland",0.21,,
"Guinea","France",0.32,,
"Guinea","French Guiana",0.19,,
"Guinea","French Polynesia",0.2,,
"Guinea","Gabon",0.21,,
"Guinea","Gambia",0.17,,
"Guinea","Georgia",0.18,,
"Guinea","Germany",0.24,,
"Guinea","Ghana",0.24,,
"Guinea","Gibraltar",0.16,,
"Guinea","Greece",0.22,,
"Guinea","Greenland",0.1,,
"Guinea","Grenada",0.18,,
"Guinea","Guadeloupe",0.21,,
"Guinea","Guam",0.12,,
"Guinea","Guatemala",0.13,,
"Guinea","Guinea",,,"Not applicable"
"Guinea","Guinea-Bissau",0.17,,
"Guinea","Guyana",0.19,,
"Guinea","Haiti",0.12,,
"Guinea","Honduras",0.13,,
"Guinea","Iceland",0.18,,
"Guinea","India",0.24,,
"Guinea","Indonesia",0.21,,
"Guinea","Iran (Islamic Republic of)",0.2,,
"Guinea","Iraq",0.13,,
"Guinea","Ireland",0.2,,
"Guinea","Israel",0.21,,
"Guinea","Italy",0.25,,
"Guinea","Jamaica",0.23,,
"Guinea","Japan",0.22,,
"Guinea","Jordan",0.21,,
"Guinea","Kenya",0.21,,
"Guinea","Kiribati",0.11,,
"Guinea","Kuwait",0.12,,
"Guinea","Latvia",0.2,,
"Guinea","Lebanon",0.22,,
"Guinea","Liberia",0.26,,
"Guinea","Libya",0.21,,
"Guinea","Lithuania",0.2,,
"Guinea","Madagascar",0.12,,
"Guinea","Malaysia",0.25,,
"Guinea","Maldives",0.12,,
"Guinea","Malta",0.23,,
"Guinea","Marshall Islands",0.11,,
"Guinea","Martinique",0.21,,
"Guinea","Mauritania",0.25,,
"Guinea","Mauritius",0.21,,
"Guinea","Mayotte",0.11,,
"Guinea","Mexico",0.23,,
"Guinea","Micronesia (Federated States of)",0.1,,
"Guinea","Montenegro",0.11,,
"Guinea","Morocco",0.32,,
"Guinea","Mozambique",0.21,,
"Guinea","Myanmar",0.12,,
"Guinea","Namibia",0.3,,
"Guinea","Netherlands (Kingdom of the)",0.32,,
"Guinea","Netherlands Antilles",,,"Not applicable"
"Guinea","New Caledonia",0.2,,
"Guinea","New Zealand",0.22,,
"Guinea","Nicaragua",0.12,,
"Guinea","Nigeria",0.23,,
"Guinea","Niue",0.08,,
"Guinea","Norfolk Island",0.07,,
"Guinea","Northern Mariana Islands",0.1,,
"Guinea","Norway",0.18,,
"Guinea","Oman",0.22,,
"Guinea","Pakistan",0.22,,
"Guinea","Palau",0.09,,
"Guinea","Panama",0.23,,
"Guinea","Papua New Guinea",0.13,,
"Guinea","Paraguay",0.08,,
"Guinea","Peru",0.22,,
"Guinea","Philippines",0.13,,
"Guinea","Poland",0.22,,
"Guinea","Portugal",0.24,,
"Guinea","Puerto Rico",0.19,,
"Guinea","Qatar",0.2,,
"Guinea","Republic of Korea",0.25,,
"Guinea","Reunion",0.21,,
"Guinea","Romania",0.2,,
"Guinea","Russian Federation",0.21,,
"Guinea","Saint Helena",0.15,,
"Guinea","Saint Kitts and Nevis",0.09,,
"Guinea","Saint Lucia",0.18,,
"Guinea","Saint Pierre and Miquelon",0.07,,
"Guinea","Saint Vincent and the Grenadines",0.18,,
"Guinea","Samoa",0.12,,
"Guinea","Sao Tome and Principe",0.17,,
"Guinea","Saudi Arabia",0.23,,
"Guinea","Senegal",0.29,,
"Guinea","Serbia and Montenegro",,,"Not applicable"
"Guinea","Seychelles",0.12,,
"Guinea","Sierra Leone",0.26,,
"Guinea","Singapore",0.25,,
"Guinea","Sint Maarten (Dutch part)",0.2,,
"Guinea","Slovenia",0.2,,
"Guinea","Solomon Islands",0.12,,
"Guinea","Somalia",0.13,,
"Guinea","South Africa",0.3,,
"Guinea","Spain",0.33,,
"Guinea","Sri Lanka",0.24,,
"Guinea","Sudan",0.1,,
"Guinea","Sudan (...2011)",,,"Not applicable"
"Guinea","Suriname",0.2,,
"Guinea","Sweden",0.21,,
"Guinea","Syrian Arab Republic",0.19,,
"Guinea","Thailand",0.22,,
"Guinea","Timor-Leste",0.09,,
"Guinea","Togo",0.3,,
"Guinea","Tonga",0.12,,
"Guinea","Trinidad and Tobago",0.21,,
"Guinea","Tunisia",0.17,,
"Guinea","Turkiye",0.24,,
"Guinea","Turks and Caicos Islands",0.08,,
"Guinea","Tuvalu",0.01,,
"Guinea","Ukraine",0.1,,
"Guinea","United Arab Emirates",0.24,,
"Guinea","United Kingdom",0.32,,
"Guinea","United Republic of Tanzania",0.2,,
"Guinea","United States",0.26,,
"Guinea","United States Virgin Islands",0.1,,
"Guinea","Uruguay",0.21,,
"Guinea","Vanuatu",0.12,,
"Guinea","Venezuela (Bolivarian Rep. of)",0.2,,
"Guinea","Viet Nam",0.23,,
"Guinea","Wallis and Futuna Islands",0.08,,
"Guinea","Yemen",0.12,,
"Guinea-Bissau","Albania",0.09,,
"Guinea-Bissau","Algeria",0.17,,
"Guinea-Bissau","American Samoa",0.1,,
"Guinea-Bissau","Angola",0.18,,
"Guinea-Bissau","Antigua and Barbuda",0.1,,
"Guinea-Bissau","Argentina",0.18,,
"Guinea-Bissau","Aruba",0.09,,
"Guinea-Bissau","Australia",0.18,,
"Guinea-Bissau","Bahamas",0.18,,
"Guinea-Bissau","Bahrain",0.09,,
"Guinea-Bissau","Bangladesh",0.1,,
"Guinea-Bissau","Barbados",0.1,,
"Guinea-Bissau","Belgium",0.2,,
"Guinea-Bissau","Belize",0.1,,
"Guinea-Bissau","Benin",0.18,,
"Guinea-Bissau","Bermuda",0.08,,
"Guinea-Bissau","Bonaire, Sint Eustatius and Saba",0.08,,
"Guinea-Bissau","Brazil",0.19,,
"Guinea-Bissau","British Virgin Islands",0.08,,
"Guinea-Bissau","Brunei Darussalam",0.09,,
"Guinea-Bissau","Bulgaria",0.17,,
"Guinea-Bissau","Cabo Verde",0.23,,
"Guinea-Bissau","Cambodia",0.1,,
"Guinea-Bissau","Cameroon",0.18,,
"Guinea-Bissau","Canada",0.18,,
"Guinea-Bissau","Cayman Islands",0.08,,
"Guinea-Bissau","Chile",0.17,,
"Guinea-Bissau","China",0.2,,
"Guinea-Bissau","China, Hong Kong SAR",0.18,,
"Guinea-Bissau","China, Taiwan Province of",0.19,,
"Guinea-Bissau","Christmas Island",0.08,,
"Guinea-Bissau","Colombia",0.19,,
"Guinea-Bissau","Comoros",0.1,,
"Guinea-Bissau","Congo",0.18,,
"Guinea-Bissau","Cook Islands",0.02,,
"Guinea-Bissau","Costa Rica",0.18,,
"Guinea-Bissau","Cote d'Ivoire",0.18,,
"Guinea-Bissau","Croatia",0.1,,
"Guinea-Bissau","Cuba",0.17,,
"Guinea-Bissau","Curacao",0.1,,
"Guinea-Bissau","Cyprus",0.17,,
"Guinea-Bissau","Dem. Rep. of the Congo",0.16,,
"Guinea-Bissau","Denmark",0.1,,
"Guinea-Bissau","Djibouti",0.17,,
"Guinea-Bissau","Dominica",0.1,,
"Guinea-Bissau","Dominican Republic",0.18,,
"Guinea-Bissau","Ecuador",0.18,,
"Guinea-Bissau","Egypt",0.19,,
"Guinea-Bissau","El Salvador",0.09,,
"Guinea-Bissau","Equatorial Guinea",0.17,,
"Guinea-Bissau","Eritrea",0.08,,
"Guinea-Bissau","Estonia",0.1,,
"Guinea-Bissau","Faroe Islands",0.1,,
"Guinea-Bissau","Fiji",0.1,,
"Guinea-Bissau","Finland",0.17,,
"Guinea-Bissau","France",0.2,,
"Guinea-Bissau","French Guiana",0.17,,
"Guinea-Bissau","French Polynesia",0.1,,
"Guinea-Bissau","Gabon",0.17,,
"Guinea-Bissau","Gambia",0.23,,
"Guinea-Bissau","Georgia",0.17,,
"Guinea-Bissau","Germany",0.19,,
"Guinea-Bissau","Ghana",0.18,,
"Guinea-Bissau","Gibraltar",0.15,,
"Guinea-Bissau","Greece",0.18,,
"Guinea-Bissau","Greenland",0.09,,
"Guinea-Bissau","Grenada",0.1,,
"Guinea-Bissau","Guadeloupe",0.18,,
"Guinea-Bissau","Guam",0.1,,
"Guinea-Bissau","Guatemala",0.1,,
"Guinea-Bissau","Guinea",0.17,,
"Guinea-Bissau","Guinea-Bissau",,,"Not applicable"
"Guinea-Bissau","Guyana",0.17,,
"Guinea-Bissau","Haiti",0.1,,
"Guinea-Bissau","Honduras",0.1,,
"Guinea-Bissau","Iceland",0.1,,
"Guinea-Bissau","India",0.19,,
"Guinea-Bissau","Indonesia",0.11,,
"Guinea-Bissau","Iran (Islamic Republic of)",0.17,,
"Guinea-Bissau","Iraq",0.1,,
"Guinea-Bissau","Ireland",0.17,,
"Guinea-Bissau","Israel",0.17,,
"Guinea-Bissau","Italy",0.2,,
"Guinea-Bissau","Jamaica",0.18,,
"Guinea-Bissau","Japan",0.11,,
"Guinea-Bissau","Jordan",0.17,,
"Guinea-Bissau","Kenya",0.1,,
"Guinea-Bissau","Kiribati",0.1,,
"Guinea-Bissau","Kuwait",0.1,,
"Guinea-Bissau","Latvia",0.1,,
"Guinea-Bissau","Lebanon",0.18,,
"Guinea-Bissau","Liberia",0.17,,
"Guinea-Bissau","Libya",0.17,,
"Guinea-Bissau","Lithuania",0.1,,
"Guinea-Bissau","Madagascar",0.1,,
"Guinea-Bissau","Malaysia",0.19,,
"Guinea-Bissau","Maldives",0.09,,
"Guinea-Bissau","Malta",0.18,,
"Guinea-Bissau","Marshall Islands",0.1,,
"Guinea-Bissau","Martinique",0.17,,
"Guinea-Bissau","Mauritania",0.24,,
"Guinea-Bissau","Mauritius",0.17,,
"Guinea-Bissau","Mayotte",0.09,,
"Guinea-Bissau","Mexico",0.19,,
"Guinea-Bissau","Micronesia (Federated States of)",0.09,,
"Guinea-Bissau","Montenegro",0.1,,
"Guinea-Bissau","Morocco",0.26,,
"Guinea-Bissau","Mozambique",0.18,,
"Guinea-Bissau","Myanmar",0.1,,
"Guinea-Bissau","Namibia",0.18,,
"Guinea-Bissau","Netherlands (Kingdom of the)",0.2,,
"Guinea-Bissau","Netherlands Antilles",,,"Not applicable"
"Guinea-Bissau","New Caledonia",0.11,,
"Guinea-Bissau","New Zealand",0.11,,
"Guinea-Bissau","Nicaragua",0.09,,
"Guinea-Bissau","Nigeria",0.18,,
"Guinea-Bissau","Niue",0.01,,
"Guinea-Bissau","Norfolk Island",0,,
"Guinea-Bissau","Northern Mariana Islands",0.09,,
"Guinea-Bissau","Norway",0.16,,
"Guinea-Bissau","Oman",0.18,,
"Guinea-Bissau","Pakistan",0.18,,
"Guinea-Bissau","Palau",0.08,,
"Guinea-Bissau","Panama",0.19,,
"Guinea-Bissau","Papua New Guinea",0.1,,
"Guinea-Bissau","Paraguay",0.08,,
"Guinea-Bissau","Peru",0.18,,
"Guinea-Bissau","Philippines",0.1,,
"Guinea-Bissau","Poland",0.18,,
"Guinea-Bissau","Portugal",0.25,,
"Guinea-Bissau","Puerto Rico",0.1,,
"Guinea-Bissau","Qatar",0.17,,
"Guinea-Bissau","Republic of Korea",0.19,,
"Guinea-Bissau","Reunion",0.17,,
"Guinea-Bissau","Romania",0.17,,
"Guinea-Bissau","Russian Federation",0.17,,
"Guinea-Bissau","Saint Helena",0.07,,
"Guinea-Bissau","Saint Kitts and Nevis",0.08,,
"Guinea-Bissau","Saint Lucia",0.1,,
"Guinea-Bissau","Saint Pierre and Miquelon",0.07,,
"Guinea-Bissau","Saint Vincent and the Grenadines",0.1,,
"Guinea-Bissau","Samoa",0.1,,
"Guinea-Bissau","Sao Tome and Principe",0.16,,
"Guinea-Bissau","Saudi Arabia",0.19,,
"Guinea-Bissau","Senegal",0.25,,
"Guinea-Bissau","Serbia and Montenegro",,,"Not applicable"
"Guinea-Bissau","Seychelles",0.1,,
"Guinea-Bissau","Sierra Leone",0.17,,
"Guinea-Bissau","Singapore",0.19,,
"Guinea-Bissau","Sint Maarten (Dutch part)",0.17,,
"Guinea-Bissau","Slovenia",0.17,,
"Guinea-Bissau","Solomon Islands",0.1,,
"Guinea-Bissau","Somalia",0.1,,
"Guinea-Bissau","South Africa",0.18,,
"Guinea-Bissau","Spain",0.27,,
"Guinea-Bissau","Sri Lanka",0.19,,
"Guinea-Bissau","Sudan",0.09,,
"Guinea-Bissau","Sudan (...2011)",,,"Not applicable"
"Guinea-Bissau","Suriname",0.17,,
"Guinea-Bissau","Sweden",0.18,,
"Guinea-Bissau","Syrian Arab Republic",0.17,,
"Guinea-Bissau","Thailand",0.18,,
"Guinea-Bissau","Timor-Leste",0.09,,
"Guinea-Bissau","Togo",0.18,,
"Guinea-Bissau","Tonga",0.1,,
"Guinea-Bissau","Trinidad and Tobago",0.17,,
"Guinea-Bissau","Tunisia",0.16,,
"Guinea-Bissau","Turkiye",0.19,,
"Guinea-Bissau","Turks and Caicos Islands",0.07,,
"Guinea-Bissau","Tuvalu",0.01,,
"Guinea-Bissau","Ukraine",0.09,,
"Guinea-Bissau","United Arab Emirates",0.19,,
"Guinea-Bissau","United Kingdom",0.2,,
"Guinea-Bissau","United Republic of Tanzania",0.1,,
"Guinea-Bissau","United States",0.2,,
"Guinea-Bissau","United States Virgin Islands",0.09,,
"Guinea-Bissau","Uruguay",0.18,,
"Guinea-Bissau","Vanuatu",0.1,,
"Guinea-Bissau","Venezuela (Bolivarian Rep. of)",0.17,,
"Guinea-Bissau","Viet Nam",0.18,,
"Guinea-Bissau","Wallis and Futuna Islands",0.01,,
"Guinea-Bissau","Yemen",0.1,,
"Guyana","Albania",0.1,,
"Guyana","Algeria",0.19,,
"Guyana","American Samoa",0.19,,
"Guyana","Angola",0.21,,
"Guyana","Antigua and Barbuda",0.27,,
"Guyana","Argentina",0.21,,
"Guyana","Aruba",0.18,,
"Guyana","Australia",0.22,,
"Guyana","Bahamas",0.21,,
"Guyana","Bahrain",0.11,,
"Guyana","Bangladesh",0.12,,
"Guyana","Barbados",0.28,,
"Guyana","Belgium",0.31,,
"Guyana","Belize",0.18,,
"Guyana","Benin",0.21,,
"Guyana","Bermuda",0.15,,
"Guyana","Bonaire, Sint Eustatius and Saba",0.15,,
"Guyana","Brazil",0.29,,
"Guyana","British Virgin Islands",0.16,,
"Guyana","Brunei Darussalam",0.11,,
"Guyana","Bulgaria",0.18,,
"Guyana","Cabo Verde",0.16,,
"Guyana","Cambodia",0.12,,
"Guyana","Cameroon",0.2,,
"Guyana","Canada",0.22,,
"Guyana","Cayman Islands",0.15,,
"Guyana","Chile",0.21,,
"Guyana","China",0.25,,
"Guyana","China, Hong Kong SAR",0.22,,
"Guyana","China, Taiwan Province of",0.22,,
"Guyana","Christmas Island",0.08,,
"Guyana","Colombia",0.31,,
"Guyana","Comoros",0.1,,
"Guyana","Congo",0.2,,
"Guyana","Cook Islands",0.09,,
"Guyana","Costa Rica",0.21,,
"Guyana","Cote d'Ivoire",0.21,,
"Guyana","Croatia",0.11,,
"Guyana","Cuba",0.18,,
"Guyana","Curacao",0.2,,
"Guyana","Cyprus",0.19,,
"Guyana","Dem. Rep. of the Congo",0.18,,
"Guyana","Denmark",0.2,,
"Guyana","Djibouti",0.19,,
"Guyana","Dominica",0.2,,
"Guyana","Dominican Republic",0.3,,
"Guyana","Ecuador",0.22,,
"Guyana","Egypt",0.22,,
"Guyana","El Salvador",0.18,,
"Guyana","Equatorial Guinea",0.19,,
"Guyana","Eritrea",0.09,,
"Guyana","Estonia",0.19,,
"Guyana","Faroe Islands",0.18,,
"Guyana","Fiji",0.13,,
"Guyana","Finland",0.19,,
"Guyana","France",0.25,,
"Guyana","French Guiana",0.19,,
"Guyana","French Polynesia",0.2,,
"Guyana","Gabon",0.19,,
"Guyana","Gambia",0.17,,
"Guyana","Georgia",0.18,,
"Guyana","Germany",0.24,,
"Guyana","Ghana",0.21,,
"Guyana","Gibraltar",0.16,,
"Guyana","Greece",0.22,,
"Guyana","Greenland",0.1,,
"Guyana","Grenada",0.2,,
"Guyana","Guadeloupe",0.21,,
"Guyana","Guam",0.18,,
"Guyana","Guatemala",0.2,,
"Guyana","Guinea",0.19,,
"Guyana","Guinea-Bissau",0.17,,
"Guyana","Guyana",,,"Not applicable"
"Guyana","Haiti",0.18,,
"Guyana","Honduras",0.2,,
"Guyana","Iceland",0.18,,
"Guyana","India",0.23,,
"Guyana","Indonesia",0.2,,
"Guyana","Iran (Islamic Republic of)",0.19,,
"Guyana","Iraq",0.19,,
"Guyana","Ireland",0.2,,
"Guyana","Israel",0.2,,
"Guyana","Italy",0.24,,
"Guyana","Jamaica",0.3,,
"Guyana","Japan",0.22,,
"Guyana","Jordan",0.19,,
"Guyana","Kenya",0.13,,
"Guyana","Kiribati",0.11,,
"Guyana","Kuwait",0.11,,
"Guyana","Latvia",0.19,,
"Guyana","Lebanon",0.2,,
"Guyana","Liberia",0.17,,
"Guyana","Libya",0.2,,
"Guyana","Lithuania",0.19,,
"Guyana","Madagascar",0.11,,
"Guyana","Malaysia",0.23,,
"Guyana","Maldives",0.1,,
"Guyana","Malta",0.22,,
"Guyana","Marshall Islands",0.11,,
"Guyana","Martinique",0.21,,
"Guyana","Mauritania",0.18,,
"Guyana","Mauritius",0.2,,
"Guyana","Mayotte",0.1,,
"Guyana","Mexico",0.3,,
"Guyana","Micronesia (Federated States of)",0.1,,
"Guyana","Montenegro",0.11,,
"Guyana","Morocco",0.24,,
"Guyana","Mozambique",0.2,,
"Guyana","Myanmar",0.12,,
"Guyana","Namibia",0.21,,
"Guyana","Netherlands (Kingdom of the)",0.32,,
"Guyana","Netherlands Antilles",,,"Not applicable"
"Guyana","New Caledonia",0.2,,
"Guyana","New Zealand",0.21,,
"Guyana","Nicaragua",0.18,,
"Guyana","Nigeria",0.21,,
"Guyana","Niue",0.08,,
"Guyana","Norfolk Island",0.07,,
"Guyana","Northern Mariana Islands",0.1,,
"Guyana","Norway",0.19,,
"Guyana","Oman",0.21,,
"Guyana","Pakistan",0.21,,
"Guyana","Palau",0.09,,
"Guyana","Panama",0.24,,
"Guyana","Papua New Guinea",0.12,,
"Guyana","Paraguay",0.08,,
"Guyana","Peru",0.22,,
"Guyana","Philippines",0.12,,
"Guyana","Poland",0.2,,
"Guyana","Portugal",0.23,,
"Guyana","Puerto Rico",0.2,,
"Guyana","Qatar",0.19,,
"Guyana","Republic of Korea",0.24,,
"Guyana","Reunion",0.19,,
"Guyana","Romania",0.19,,
"Guyana","Russian Federation",0.2,,
"Guyana","Saint Helena",0.08,,
"Guyana","Saint Kitts and Nevis",0.16,,
"Guyana","Saint Lucia",0.27,,
"Guyana","Saint Pierre and Miquelon",0.08,,
"Guyana","Saint Vincent and the Grenadines",0.19,,
"Guyana","Samoa",0.19,,
"Guyana","Sao Tome and Principe",0.1,,
"Guyana","Saudi Arabia",0.22,,
"Guyana","Senegal",0.21,,
"Guyana","Serbia and Montenegro",,,"Not applicable"
"Guyana","Seychelles",0.11,,
"Guyana","Sierra Leone",0.17,,
"Guyana","Singapore",0.24,,
"Guyana","Sint Maarten (Dutch part)",0.27,,
"Guyana","Slovenia",0.19,,
"Guyana","Solomon Islands",0.12,,
"Guyana","Somalia",0.12,,
"Guyana","South Africa",0.22,,
"Guyana","Spain",0.32,,
"Guyana","Sri Lanka",0.22,,
"Guyana","Sudan",0.11,,
"Guyana","Sudan (...2011)",,,"Not applicable"
"Guyana","Suriname",0.3,,
"Guyana","Sweden",0.2,,
"Guyana","Syrian Arab Republic",0.19,,
"Guyana","Thailand",0.21,,
"Guyana","Timor-Leste",0.09,,
"Guyana","Togo",0.21,,
"Guyana","Tonga",0.12,,
"Guyana","Trinidad and Tobago",0.31,,
"Guyana","Tunisia",0.17,,
"Guyana","Turkiye",0.23,,
"Guyana","Turks and Caicos Islands",0.15,,
"Guyana","Tuvalu",0.01,,
"Guyana","Ukraine",0.1,,
"Guyana","United Arab Emirates",0.22,,
"Guyana","United Kingdom",0.32,,
"Guyana","United Republic of Tanzania",0.12,,
"Guyana","United States",0.32,,
"Guyana","United States Virgin Islands",0.18,,
"Guyana","Uruguay",0.21,,
"Guyana","Vanuatu",0.12,,
"Guyana","Venezuela (Bolivarian Rep. of)",0.27,,
"Guyana","Viet Nam",0.22,,
"Guyana","Wallis and Futuna Islands",0.08,,
"Guyana","Yemen",0.11,,
"Haiti","Albania",0.09,,
"Haiti","Algeria",0.12,,
"Haiti","American Samoa",0.18,,
"Haiti","Angola",0.2,,
"Haiti","Antigua and Barbuda",0.18,,
"Haiti","Argentina",0.21,,
"Haiti","Aruba",0.24,,
"Haiti","Australia",0.21,,
"Haiti","Bahamas",0.21,,
"Haiti","Bahrain",0.11,,
"Haiti","Bangladesh",0.12,,
"Haiti","Barbados",0.19,,
"Haiti","Belgium",0.23,,
"Haiti","Belize",0.18,,
"Haiti","Benin",0.2,,
"Haiti","Bermuda",0.15,,
"Haiti","Bonaire, Sint Eustatius and Saba",0.15,,
"Haiti","Brazil",0.21,,
"Haiti","British Virgin Islands",0.15,,
"Haiti","Brunei Darussalam",0.1,,
"Haiti","Bulgaria",0.12,,
"Haiti","Cabo Verde",0.09,,
"Haiti","Cambodia",0.11,,
"Haiti","Cameroon",0.2,,
"Haiti","Canada",0.22,,
"Haiti","Cayman Islands",0.15,,
"Haiti","Chile",0.2,,
"Haiti","China",0.23,,
"Haiti","China, Hong Kong SAR",0.22,,
"Haiti","China, Taiwan Province of",0.22,,
"Haiti","Christmas Island",0.08,,
"Haiti","Colombia",0.29,,
"Haiti","Comoros",0.1,,
"Haiti","Congo",0.13,,
"Haiti","Cook Islands",0.08,,
"Haiti","Costa Rica",0.28,,
"Haiti","Cote d'Ivoire",0.13,,
"Haiti","Croatia",0.12,,
"Haiti","Cuba",0.18,,
"Haiti","Curacao",0.25,,
"Haiti","Cyprus",0.12,,
"Haiti","Dem. Rep. of the Congo",0.1,,
"Haiti","Denmark",0.2,,
"Haiti","Djibouti",0.13,,
"Haiti","Dominica",0.18,,
"Haiti","Dominican Republic",0.29,,
"Haiti","Ecuador",0.21,,
"Haiti","Egypt",0.21,,
"Haiti","El Salvador",0.18,,
"Haiti","Equatorial Guinea",0.19,,
"Haiti","Eritrea",0.08,,
"Haiti","Estonia",0.11,,
"Haiti","Faroe Islands",0.11,,
"Haiti","Fiji",0.12,,
"Haiti","Finland",0.12,,
"Haiti","France",0.23,,
"Haiti","French Guiana",0.11,,
"Haiti","French Polynesia",0.2,,
"Haiti","Gabon",0.19,,
"Haiti","Gambia",0.09,,
"Haiti","Georgia",0.1,,
"Haiti","Germany",0.22,,
"Haiti","Ghana",0.2,,
"Haiti","Gibraltar",0.08,,
"Haiti","Greece",0.21,,
"Haiti","Greenland",0.1,,
"Haiti","Grenada",0.18,,
"Haiti","Guadeloupe",0.2,,
"Haiti","Guam",0.18,,
"Haiti","Guatemala",0.21,,
"Haiti","Guinea",0.12,,
"Haiti","Guinea-Bissau",0.1,,
"Haiti","Guyana",0.18,,
"Haiti","Haiti",,,"Not applicable"
"Haiti","Honduras",0.2,,
"Haiti","Iceland",0.18,,
"Haiti","India",0.22,,
"Haiti","Indonesia",0.2,,
"Haiti","Iran (Islamic Republic of)",0.12,,
"Haiti","Iraq",0.19,,
"Haiti","Ireland",0.19,,
"Haiti","Israel",0.2,,
"Haiti","Italy",0.23,,
"Haiti","Jamaica",0.29,,
"Haiti","Japan",0.21,,
"Haiti","Jordan",0.13,,
"Haiti","Kenya",0.13,,
"Haiti","Kiribati",0.1,,
"Haiti","Kuwait",0.12,,
"Haiti","Latvia",0.12,,
"Haiti","Lebanon",0.13,,
"Haiti","Liberia",0.11,,
"Haiti","Libya",0.13,,
"Haiti","Lithuania",0.12,,
"Haiti","Madagascar",0.12,,
"Haiti","Malaysia",0.21,,
"Haiti","Maldives",0.11,,
"Haiti","Malta",0.22,,
"Haiti","Marshall Islands",0.11,,
"Haiti","Martinique",0.2,,
"Haiti","Mauritania",0.11,,
"Haiti","Mauritius",0.13,,
"Haiti","Mayotte",0.1,,
"Haiti","Mexico",0.22,,
"Haiti","Micronesia (Federated States of)",0.09,,
"Haiti","Montenegro",0.11,,
"Haiti","Morocco",0.23,,
"Haiti","Mozambique",0.2,,
"Haiti","Myanmar",0.12,,
"Haiti","Namibia",0.2,,
"Haiti","Netherlands (Kingdom of the)",0.23,,
"Haiti","Netherlands Antilles",,,"Not applicable"
"Haiti","New Caledonia",0.2,,
"Haiti","New Zealand",0.21,,
"Haiti","Nicaragua",0.19,,
"Haiti","Nigeria",0.2,,
"Haiti","Niue",0.08,,
"Haiti","Norfolk Island",0.07,,
"Haiti","Northern Mariana Islands",0.1,,
"Haiti","Norway",0.1,,
"Haiti","Oman",0.2,,
"Haiti","Pakistan",0.21,,
"Haiti","Palau",0.08,,
"Haiti","Panama",0.29,,
"Haiti","Papua New Guinea",0.12,,
"Haiti","Paraguay",0.08,,
"Haiti","Peru",0.21,,
"Haiti","Philippines",0.13,,
"Haiti","Poland",0.13,,
"Haiti","Portugal",0.22,,
"Haiti","Puerto Rico",0.27,,
"Haiti","Qatar",0.13,,
"Haiti","Republic of Korea",0.23,,
"Haiti","Reunion",0.13,,
"Haiti","Romania",0.13,,
"Haiti","Russian Federation",0.2,,
"Haiti","Saint Helena",0.07,,
"Haiti","Saint Kitts and Nevis",0.15,,
"Haiti","Saint Lucia",0.18,,
"Haiti","Saint Pierre and Miquelon",0.07,,
"Haiti","Saint Vincent and the Grenadines",0.18,,
"Haiti","Samoa",0.18,,
"Haiti","Sao Tome and Principe",0.09,,
"Haiti","Saudi Arabia",0.21,,
"Haiti","Senegal",0.2,,
"Haiti","Serbia and Montenegro",,,"Not applicable"
"Haiti","Seychelles",0.12,,
"Haiti","Sierra Leone",0.11,,
"Haiti","Singapore",0.23,,
"Haiti","Sint Maarten (Dutch part)",0.19,,
"Haiti","Slovenia",0.13,,
"Haiti","Solomon Islands",0.12,,
"Haiti","Somalia",0.12,,
"Haiti","South Africa",0.21,,
"Haiti","Spain",0.23,,
"Haiti","Sri Lanka",0.21,,
"Haiti","Sudan",0.1,,
"Haiti","Sudan (...2011)",,,"Not applicable"
"Haiti","Suriname",0.19,,
"Haiti","Sweden",0.2,,
"Haiti","Syrian Arab Republic",0.11,,
"Haiti","Thailand",0.2,,
"Haiti","Timor-Leste",0.09,,
"Haiti","Togo",0.2,,
"Haiti","Tonga",0.11,,
"Haiti","Trinidad and Tobago",0.2,,
"Haiti","Tunisia",0.1,,
"Haiti","Turkiye",0.22,,
"Haiti","Turks and Caicos Islands",0.14,,
