Economy_Label,Quarter_Label,Albania_Index_Value,Algeria_Index_Value,American Samoa_Index_Value,Angola_Index_Value,Anguilla_Index_Value,Antigua and Barbuda_Index_Value,Argentina_Index_Value,Aruba_Index_Value,Australia_Index_Value,Bahamas_Index_Value,Bahrain_Index_Value,Bangladesh_Index_Value,Barbados_Index_Value,Belgium_Index_Value,Belize_Index_Value,Benin_Index_Value,Bermuda_Index_Value,"Bonaire, Sint Eustatius and Saba_Index_Value",Brazil_Index_Value,British Virgin Islands_Index_Value,Brunei Darussalam_Index_Value,Bulgaria_Index_Value,Cabo Verde_Index_Value,Cambodia_Index_Value,Cameroon_Index_Value,Canada_Index_Value,Cayman Islands_Index_Value,Chile_Index_Value,China_Index_Value,"China, Hong Kong SAR_Index_Value","China, Taiwan Province of_Index_Value",Christmas Island_Index_Value,Cocos (Keeling) Islands_Index_Value,Colombia_Index_Value,Comoros_Index_Value,Congo_Index_Value,Cook Islands_Index_Value,Costa Rica_Index_Value,Cote d'Ivoire_Index_Value,Croatia_Index_Value,Cuba_Index_Value,Curacao_Index_Value,Cyprus_Index_Value,Dem. People's Rep. of Korea_Index_Value,Dem. Rep. of the Congo_Index_Value,Denmark_Index_Value,Djibouti_Index_Value,Dominica_Index_Value,Dominican Republic_Index_Value,Ecuador_Index_Value,Egypt_Index_Value,El Salvador_Index_Value,Equatorial Guinea_Index_Value,Eritrea_Index_Value,Estonia_Index_Value,Falkland Islands (Malvinas)_Index_Value,Faroe Islands_Index_Value,Fiji_Index_Value,Finland_Index_Value,France_Index_Value,French Guiana_Index_Value,French Polynesia_Index_Value,Gabon_Index_Value,Gambia_Index_Value,Georgia_Index_Value,Germany_Index_Value,Ghana_Index_Value,Gibraltar_Index_Value,Greece_Index_Value,Greenland_Index_Value,Grenada_Index_Value,Guadeloupe_Index_Value,Guam_Index_Value,Guatemala_Index_Value,Guernsey_Index_Value,Guinea_Index_Value,Guinea-Bissau_Index_Value,Guyana_Index_Value,Haiti_Index_Value,Honduras_Index_Value,Iceland_Index_Value,India_Index_Value,Indonesia_Index_Value,Iran (Islamic Republic of)_Index_Value,Iraq_Index_Value,Ireland_Index_Value,Israel_Index_Value,Italy_Index_Value,Jamaica_Index_Value,Japan_Index_Value,Jersey_Index_Value,Jordan_Index_Value,Kenya_Index_Value,Kiribati_Index_Value,Kuwait_Index_Value,Latvia_Index_Value,Lebanon_Index_Value,Liberia_Index_Value,Libya_Index_Value,Lithuania_Index_Value,Madagascar_Index_Value,Malaysia_Index_Value,Maldives_Index_Value,Malta_Index_Value,Marshall Islands_Index_Value,Martinique_Index_Value,Mauritania_Index_Value,Mauritius_Index_Value,Mayotte_Index_Value,Mexico_Index_Value,Micronesia (Federated States of)_Index_Value,Montenegro_Index_Value,Montserrat_Index_Value,Morocco_Index_Value,Mozambique_Index_Value,Myanmar_Index_Value,Namibia_Index_Value,Nauru_Index_Value,Netherlands (Kingdom of the)_Index_Value,Netherlands Antilles_Index_Value,New Caledonia_Index_Value,New Zealand_Index_Value,Nicaragua_Index_Value,Nigeria_Index_Value,Niue_Index_Value,Norfolk Island_Index_Value,Northern Mariana Islands_Index_Value,Norway_Index_Value,Oman_Index_Value,Pakistan_Index_Value,Palau_Index_Value,Panama_Index_Value,Papua New Guinea_Index_Value,Paraguay_Index_Value,Peru_Index_Value,Philippines_Index_Value,Poland_Index_Value,Portugal_Index_Value,Puerto Rico_Index_Value,Qatar_Index_Value,Republic of Korea_Index_Value,Republic of Moldova_Index_Value,Reunion_Index_Value,Romania_Index_Value,Russian Federation_Index_Value,Saint Helena_Index_Value,Saint Kitts and Nevis_Index_Value,Saint Lucia_Index_Value,Saint Pierre and Miquelon_Index_Value,Saint Vincent and the Grenadines_Index_Value,Samoa_Index_Value,Sao Tome and Principe_Index_Value,Saudi Arabia_Index_Value,Senegal_Index_Value,Serbia and Montenegro_Index_Value,Seychelles_Index_Value,Sierra Leone_Index_Value,Singapore_Index_Value,Sint Maarten (Dutch part)_Index_Value,Slovenia_Index_Value,Solomon Islands_Index_Value,Somalia_Index_Value,South Africa_Index_Value,Spain_Index_Value,Sri Lanka_Index_Value,Sudan_Index_Value,Sudan (...2011)_Index_Value,Suriname_Index_Value,Sweden_Index_Value,Syrian Arab Republic_Index_Value,Thailand_Index_Value,Timor-Leste_Index_Value,Togo_Index_Value,Tonga_Index_Value,Trinidad and Tobago_Index_Value,Tunisia_Index_Value,Turkiye_Index_Value,Turks and Caicos Islands_Index_Value,Tuvalu_Index_Value,Ukraine_Index_Value,United Arab Emirates_Index_Value,United Kingdom_Index_Value,United Republic of Tanzania_Index_Value,United States_Index_Value,United States Virgin Islands_Index_Value,Uruguay_Index_Value,Vanuatu_Index_Value,Venezuela (Bolivarian Rep. of)_Index_Value,Viet Nam_Index_Value,Wallis and Futuna Islands_Index_Value,Yemen_Index_Value
"Somalia","Q1 2020",0.11,0.12,0.11,0.13,0.1,0.1,0.13,0.12,0.14,0.21,0.19,0.18,0.11,0.24,0.11,0.2,0.08,0.09,0.13,0.11,0.11,0.11,0.09,0.11,0.13,0.22,0.08,0.13,0.24,0.22,0.23,0.08,,0.15,0.19,0.2,0.02,0.13,0.13,0.19,0.11,0.12,0.12,,0.1,0.13,0.28,0.11,0.14,0.13,0.23,0.12,0.13,0.23,0.12,,0.09,0.12,0.12,0.24,0.11,0.12,0.13,0.1,0.1,0.23,0.2,0.09,0.21,0.01,0.11,0.13,0.12,0.13,,0.12,0.09,0.11,0.12,0.12,0.1,0.29,0.13,0.19,0.2,0.12,0.21,0.24,0.14,0.21,,0.2,0.28,0.1,0.2,0.12,0.2,0.11,0.2,0.12,0.19,0.24,0.18,0.21,0.11,0.12,0.11,0.21,0.25,0.22,0.1,0.1,0.1,0.23,0.27,0.11,0.19,0.01,0.23,,0.12,0.13,0.11,0.2,,0,0.1,0.11,0.29,0.28,0.09,0.14,0.12,0.02,0.13,0.19,0.13,0.14,0.12,0.28,0.23,0.07,0.21,0.2,0.22,,0.11,0.1,,0.11,0.11,0.1,0.29,0.13,,0.26,0.11,0.24,0.12,0.19,0.12,,0.22,0.24,0.23,0.19,,0.11,0.13,0.12,0.21,0.09,0.13,0.1,0.13,0.1,0.22,0.08,0.01,0.21,0.3,0.24,0.21,0.24,0.1,0.13,0.11,0.12,0.2,0.01,0.25
"Somalia","Q1 2021",0.1,0.19,0.12,0.13,0.1,0.1,0.13,0.12,0.21,0.22,0.2,0.19,0.12,0.24,0.11,0.21,0.08,0.1,0.14,0.1,0.11,0.12,0.09,0.11,0.21,0.22,0.08,0.13,0.25,0.23,0.24,0.08,,0.15,0.18,0.2,0.02,0.13,0.2,0.2,0.12,0.12,0.19,,0.1,0.13,0.29,0.11,0.15,0.13,0.3,0.12,0.13,0.24,0.12,,0.11,0.12,0.19,0.24,0.11,0.13,0.12,0.11,0.11,0.24,0.21,0.09,0.23,0.1,0.11,0.14,0.12,0.13,,0.11,0.09,0.12,0.12,0.12,0.11,0.3,0.12,0.19,0.2,0.12,0.21,0.24,0.14,0.22,,0.28,0.28,0.1,0.19,0.12,0.21,0.11,0.2,0.12,0.19,0.25,0.18,0.22,0.11,0.13,0.12,0.21,0.25,0.22,0.1,0.1,0.1,0.23,0.28,0.18,0.19,,0.24,,0.13,0.14,0.12,0.21,0.02,0.01,0.1,0.11,0.29,0.3,0.09,0.15,0.12,0.02,0.13,0.12,0.14,0.22,0.12,0.28,0.24,0.07,0.21,0.2,0.22,,0.1,0.11,,0.11,0.12,0.1,0.3,0.13,,0.26,0.11,0.25,0.13,0.2,0.12,,0.23,0.25,0.3,0.18,,0.12,0.2,0.19,0.21,0.09,0.21,0.11,0.13,0.1,0.23,0.08,0.01,0.21,0.31,0.24,0.22,0.25,0.11,0.13,0.12,0.12,0.21,,0.25
"South Africa","Q1 2016",0.19,0.26,0.21,0.44,0.19,0.2,0.42,0.23,0.35,0.4,0.3,0.23,0.22,0.55,0.22,0.39,0.15,0.2,0.44,0.18,0.2,0.2,0.19,0.23,0.36,0.46,0.16,0.42,0.54,0.51,0.48,,,0.47,0.28,0.41,0.1,0.29,0.38,0.33,0.23,0.23,0.28,,0.29,0.33,0.44,0.21,0.36,0.35,0.48,0.21,0.22,0.16,0.21,,0.18,0.24,0.27,0.54,0.2,0.25,0.32,0.23,0.11,0.53,0.41,0.17,0.38,0.09,0.23,0.25,0.23,0.32,,0.26,0.19,0.24,0.24,0.26,0.2,0.49,0.28,0.45,0.23,0.24,0.38,0.53,0.33,0.49,,0.34,0.35,0.2,0.23,0.21,0.38,0.21,0.26,0.25,0.31,0.53,0.21,0.4,0.2,0.22,0.19,0.45,0.31,0.48,0.17,0.18,0.18,0.43,0.34,0.24,0.41,0.09,0.52,,0.27,0.31,0.21,0.42,,0.08,0.19,0.25,0.48,0.45,,0.47,0.23,0.15,0.43,0.29,0.35,0.48,0.24,0.25,0.51,0.08,0.38,0.31,0.48,,0.2,0.23,,0.23,0.21,0.21,0.47,0.29,,0.31,0.23,0.53,0.24,0.34,0.23,0.2,,0.55,0.49,0.29,,0.24,0.35,0.24,0.37,0.17,0.44,0.21,0.3,0.22,0.38,,0.1,0.33,0.51,0.54,0.35,0.53,0.2,0.41,0.22,0.26,0.38,0.1,0.26
"South Africa","Q1 2017",0.19,0.25,0.21,0.43,0.19,0.19,0.4,0.2,0.35,0.39,0.24,0.22,0.23,0.53,0.22,0.37,0.15,0.18,0.41,0.2,0.2,0.2,0.18,0.22,0.37,0.45,0.16,0.35,0.52,0.48,0.46,0.16,,0.4,0.19,0.42,0.1,0.26,0.37,0.34,0.23,0.2,0.28,,0.28,0.33,0.37,0.2,0.37,0.33,0.47,0.21,0.25,0.09,0.22,,0.18,0.24,0.23,0.52,0.2,0.25,0.33,0.21,0.19,0.51,0.38,0.17,0.38,0.08,0.2,0.24,0.22,0.3,,0.24,0.18,0.23,0.22,0.25,0.19,0.48,0.27,0.32,0.28,0.23,0.38,0.51,0.35,0.47,,0.35,0.34,0.2,0.22,0.2,0.44,0.2,0.22,0.23,0.29,0.51,0.2,0.38,0.2,0.23,0.21,0.43,0.21,0.39,0.17,0.17,0.19,0.43,0.31,0.22,0.36,0.09,0.5,,0.25,0.34,0.2,0.39,,0.08,0.21,0.22,0.47,0.42,0.18,0.39,0.23,0.15,0.36,0.27,0.36,0.47,0.24,0.29,0.5,0.08,0.4,0.3,0.37,,0.2,0.21,,0.22,0.2,0.21,0.47,0.29,,0.22,0.21,0.52,0.25,0.34,0.22,0.21,,0.52,0.48,0.26,,0.22,0.35,0.25,0.35,0.16,0.43,0.21,0.25,0.19,0.45,,0.09,0.31,0.48,0.52,0.33,0.52,0.2,0.39,0.21,0.25,0.37,0.09,0.19
"South Africa","Q1 2018",0.18,0.24,0.21,0.39,0.19,0.19,0.41,0.21,0.33,0.4,0.31,0.23,0.22,0.52,0.21,0.37,0.15,0.18,0.42,0.2,0.19,0.2,0.2,0.21,0.27,0.38,0.16,0.35,0.51,0.48,0.46,0.15,,0.39,0.19,0.39,0.1,0.26,0.29,0.33,0.22,0.21,0.26,,0.24,0.33,0.43,0.19,0.37,0.33,0.47,0.22,0.24,0.16,0.21,,0.18,0.24,0.23,0.51,0.2,0.24,0.25,0.2,0.19,0.5,0.36,0.17,0.39,0.08,0.2,0.24,0.21,0.3,,0.23,0.18,0.23,0.21,0.24,0.19,0.47,0.32,0.36,0.3,0.24,0.37,0.5,0.35,0.46,,0.35,0.33,0.19,0.22,0.21,0.36,0.19,0.25,0.25,0.28,0.51,0.2,0.38,0.21,0.23,0.25,0.41,0.21,0.39,0.16,0.17,0.18,0.42,0.32,0.23,0.33,0.09,0.5,,0.25,0.32,0.21,0.37,,0.08,0.2,0.2,0.46,0.43,0.18,0.39,0.22,0.15,0.36,0.28,0.35,0.46,0.22,0.34,0.49,0.08,0.38,0.32,0.36,,0.2,0.21,,0.21,0.2,0.19,0.46,0.3,,0.22,0.22,0.51,0.24,0.33,0.22,0.2,,0.51,0.48,0.23,,0.22,0.35,0.23,0.35,0.16,0.43,0.21,0.25,0.2,0.46,,0.09,0.33,0.48,0.51,0.34,0.51,0.2,0.4,0.21,0.23,0.38,0.09,0.18
"South Africa","Q1 2019",0.18,0.23,0.21,0.38,0.18,0.18,0.41,0.22,0.34,0.4,0.3,0.23,0.21,0.52,0.22,0.36,0.15,0.17,0.42,0.19,0.2,0.19,0.2,0.22,0.37,0.39,0.16,0.36,0.52,0.47,0.48,0.15,,0.39,0.21,0.37,0.1,0.26,0.29,0.32,0.22,0.22,0.27,,0.2,0.33,0.43,0.2,0.37,0.34,0.47,0.21,0.25,0.17,0.22,,0.18,0.23,0.24,0.52,0.2,0.23,0.25,0.19,0.19,0.5,0.37,0.16,0.39,0.08,0.2,0.24,0.21,0.3,,0.23,0.17,0.22,0.21,0.24,0.19,0.47,0.33,0.28,0.3,0.24,0.38,0.51,0.35,0.45,,0.36,0.37,0.09,0.24,0.22,0.36,0.2,0.24,0.29,0.28,0.51,0.21,0.4,0.19,0.23,0.21,0.42,0.2,0.4,0.18,0.17,0.18,0.42,0.31,0.21,0.34,0.09,0.51,,0.24,0.32,0.19,0.37,,0.08,0.19,0.22,0.47,0.42,0.17,0.38,0.23,0.16,0.36,0.28,0.37,0.48,0.23,0.36,0.5,0.08,0.34,0.31,0.37,,0.2,0.2,,0.2,0.21,0.2,0.47,0.27,,0.23,0.2,0.52,0.23,0.33,0.22,0.21,,0.52,0.49,0.21,,0.22,0.35,0.23,0.38,0.16,0.43,0.21,0.25,0.19,0.47,0.15,0.09,0.33,0.48,0.52,0.37,0.52,0.19,0.4,0.21,0.23,0.39,0.09,0.18
"South Africa","Q1 2020",0.2,0.24,0.21,0.4,0.18,0.19,0.4,0.21,0.34,0.41,0.21,0.23,0.21,0.52,0.21,0.36,0.15,0.17,0.42,0.2,0.2,0.2,0.17,0.22,0.26,0.4,0.16,0.35,0.52,0.47,0.48,0.15,,0.4,0.21,0.4,0.1,0.29,0.3,0.32,0.21,0.21,0.27,,0.2,0.34,0.43,0.2,0.37,0.36,0.47,0.2,0.24,0.17,0.22,,0.18,0.23,0.24,0.51,0.2,0.24,0.25,0.18,0.19,0.5,0.44,0.17,0.39,0.08,0.2,0.27,0.21,0.29,,0.23,0.17,0.22,0.22,0.22,0.19,0.47,0.35,0.26,0.33,0.23,0.38,0.5,0.35,0.46,,0.35,0.34,0.19,0.23,0.22,0.36,0.2,0.25,0.24,0.29,0.51,0.21,0.38,0.2,0.26,0.2,0.43,0.21,0.4,0.19,0.18,0.18,0.43,0.33,0.22,0.33,0.09,0.51,,0.23,0.32,0.2,0.37,,0.08,0.19,0.22,0.47,0.45,0.17,0.39,0.22,0.16,0.36,0.26,0.36,0.46,0.22,0.36,0.5,0.08,0.37,0.31,0.34,,0.2,0.19,,0.2,0.21,0.18,0.47,0.27,,0.23,0.19,0.52,0.23,0.34,0.22,0.22,,0.52,0.49,0.21,,0.22,0.35,0.23,0.38,0.16,0.43,0.2,0.25,0.19,0.47,0.15,0.09,0.33,0.49,0.51,0.34,0.52,0.19,0.41,0.21,0.22,0.37,0.09,0.2
"South Africa","Q1 2021",0.18,0.24,0.21,0.37,0.18,0.19,0.41,0.21,0.34,0.41,0.3,0.23,0.22,0.52,0.2,0.37,0.15,0.17,0.42,0.19,0.19,0.2,0.17,0.22,0.35,0.4,0.16,0.35,0.53,0.48,0.49,0.15,,0.4,0.2,0.37,0.1,0.29,0.29,0.33,0.21,0.21,0.27,,0.19,0.34,0.42,0.2,0.37,0.36,0.47,0.21,0.24,0.18,0.21,,0.19,0.22,0.24,0.51,0.2,0.24,0.24,0.18,0.19,0.5,0.46,0.17,0.4,0.11,0.2,0.27,0.21,0.32,,0.2,0.17,0.22,0.21,0.22,0.2,0.49,0.27,0.31,0.35,0.23,0.39,0.5,0.35,0.39,,0.36,0.34,0.19,0.22,0.21,0.38,0.19,0.24,0.24,0.2,0.52,0.2,0.38,0.2,0.27,0.2,0.4,0.2,0.4,0.19,0.18,0.18,0.43,0.35,0.22,0.33,,0.51,,0.23,0.32,0.22,0.37,0.09,0.08,0.19,0.22,0.47,0.47,0.17,0.39,0.23,0.16,0.35,0.25,0.37,0.48,0.22,0.37,0.5,0.08,0.36,0.31,0.34,,0.19,0.19,,0.2,0.21,0.18,0.48,0.28,,0.22,0.19,0.52,0.23,0.34,0.22,0.23,,0.53,0.49,0.19,,0.22,0.35,0.23,0.38,0.17,0.44,0.21,0.25,0.18,0.47,0.15,0.09,0.33,0.5,0.52,0.34,0.53,0.2,0.4,0.21,0.21,0.38,,0.19
"Spain","Q1 2016",0.28,0.37,0.23,0.47,0.22,0.23,0.46,0.32,0.47,0.44,0.39,0.25,0.26,0.76,0.25,0.43,0.16,0.23,0.49,0.2,0.21,0.22,0.27,0.24,0.39,0.54,0.17,0.47,0.71,0.65,0.58,,,0.57,0.23,0.44,0.11,0.41,0.42,0.44,0.32,0.33,0.39,,0.24,0.48,0.49,0.24,0.49,0.47,0.63,0.23,0.3,0.17,0.24,,0.2,0.27,0.39,0.73,0.29,0.28,0.35,0.33,0.2,0.72,0.45,0.25,0.52,0.16,0.26,0.35,0.24,0.43,,0.35,0.27,0.28,0.28,0.29,0.22,0.56,0.33,0.52,0.24,0.34,0.5,0.71,0.46,0.59,,0.43,0.38,0.21,0.24,0.24,0.53,0.3,0.36,0.28,0.26,0.68,0.22,0.59,0.22,0.32,0.27,0.47,0.25,0.58,0.18,0.26,0.2,0.67,0.35,0.26,0.43,0.17,0.71,,0.3,0.35,0.23,0.47,,0.15,0.2,0.35,0.57,0.51,,0.59,0.25,0.16,0.47,0.32,0.51,0.59,0.27,0.34,0.68,0.15,0.34,0.41,0.59,,0.23,0.26,,0.26,0.23,0.22,0.58,0.39,,0.26,0.32,0.68,0.34,0.46,0.25,0.21,0.55,,0.58,0.31,,0.28,0.51,0.33,0.43,0.18,0.48,0.23,0.41,0.31,0.57,,0.12,0.44,0.63,0.75,0.37,0.71,0.23,0.44,0.24,0.37,0.55,0.12,0.28
"Spain","Q1 2017",0.21,0.36,0.23,0.46,0.23,0.22,0.46,0.3,0.48,0.44,0.33,0.24,0.27,0.74,0.26,0.4,0.16,0.2,0.48,0.23,0.21,0.23,0.26,0.24,0.41,0.55,0.17,0.48,0.69,0.64,0.57,0.17,,0.57,0.2,0.45,0.11,0.4,0.42,0.44,0.33,0.3,0.38,,0.23,0.41,0.48,0.23,0.52,0.46,0.6,0.25,0.34,0.17,0.24,,0.19,0.26,0.27,0.72,0.29,0.28,0.35,0.3,0.21,0.7,0.43,0.25,0.53,0.09,0.24,0.36,0.24,0.44,,0.34,0.25,0.33,0.27,0.31,0.21,0.57,0.33,0.44,0.3,0.33,0.5,0.69,0.49,0.53,,0.45,0.37,0.21,0.23,0.22,0.51,0.28,0.32,0.25,0.25,0.65,0.22,0.56,0.22,0.35,0.29,0.45,0.23,0.55,0.18,0.19,0.22,0.68,0.33,0.25,0.38,0.09,0.7,,0.29,0.4,0.23,0.44,,0.08,0.23,0.31,0.58,0.49,0.19,0.57,0.25,0.16,0.49,0.32,0.53,0.59,0.28,0.38,0.65,0.08,0.36,0.34,0.52,,0.24,0.25,,0.26,0.22,0.22,0.59,0.39,,0.24,0.31,0.67,0.36,0.38,0.24,0.23,0.52,,0.61,0.28,,0.33,0.51,0.34,0.41,0.17,0.47,0.23,0.37,0.28,0.59,,0.1,0.42,0.62,0.73,0.36,0.69,0.23,0.45,0.23,0.37,0.46,0.1,0.2
"Spain","Q1 2018",0.19,0.34,0.23,0.44,0.23,0.23,0.47,0.32,0.46,0.44,0.34,0.25,0.27,0.75,0.25,0.42,0.16,0.2,0.49,0.24,0.2,0.23,0.29,0.23,0.38,0.56,0.17,0.48,0.71,0.64,0.58,0.17,,0.57,0.2,0.43,0.11,0.4,0.4,0.43,0.33,0.32,0.36,,0.19,0.43,0.47,0.23,0.54,0.47,0.61,0.26,0.34,0.17,0.24,,0.19,0.27,0.27,0.73,0.3,0.27,0.35,0.3,0.21,0.71,0.42,0.25,0.6,0.09,0.24,0.37,0.23,0.44,,0.33,0.26,0.35,0.25,0.3,0.21,0.56,0.38,0.48,0.4,0.34,0.51,0.7,0.5,0.49,,0.45,0.36,0.21,0.24,0.23,0.5,0.28,0.36,0.27,0.24,0.68,0.22,0.56,0.23,0.36,0.35,0.43,0.22,0.56,0.17,0.18,0.22,0.7,0.34,0.25,0.36,0.09,0.72,,0.28,0.38,0.24,0.42,,0.16,0.21,0.29,0.59,0.5,0.19,0.57,0.25,0.16,0.49,0.34,0.52,0.58,0.27,0.38,0.67,0.15,0.41,0.42,0.53,,0.25,0.26,,0.25,0.22,0.21,0.59,0.41,,0.23,0.32,0.7,0.37,0.38,0.25,0.21,0.51,,0.63,0.25,,0.34,0.51,0.33,0.42,0.17,0.48,0.23,0.37,0.3,0.6,,0.1,0.45,0.64,0.74,0.36,0.67,0.23,0.46,0.23,0.35,0.46,0.1,0.18
"Spain","Q1 2019",0.27,0.33,0.23,0.42,0.22,0.21,0.45,0.33,0.47,0.44,0.32,0.25,0.26,0.73,0.26,0.41,0.16,0.19,0.48,0.23,0.22,0.22,0.29,0.23,0.42,0.54,0.17,0.48,0.7,0.61,0.62,0.17,,0.56,0.22,0.41,0.11,0.39,0.4,0.35,0.32,0.33,0.37,,0.3,0.42,0.47,0.23,0.52,0.47,0.62,0.24,0.35,0.18,0.25,,0.19,0.25,0.28,0.73,0.3,0.26,0.35,0.28,0.21,0.69,0.42,0.24,0.59,0.09,0.23,0.36,0.22,0.43,,0.34,0.25,0.34,0.26,0.29,0.21,0.55,0.38,0.38,0.34,0.34,0.5,0.68,0.5,0.5,,0.46,0.4,0.1,0.26,0.24,0.5,0.3,0.36,0.39,0.23,0.66,0.22,0.57,0.2,0.35,0.31,0.45,0.22,0.56,0.2,0.18,0.22,0.67,0.33,0.23,0.36,0.17,0.72,,0.27,0.37,0.22,0.42,,0.08,0.21,0.32,0.59,0.49,0.19,0.55,0.25,0.16,0.5,0.33,0.53,0.65,0.27,0.47,0.67,0.08,0.31,0.35,0.52,,0.24,0.24,,0.24,0.23,0.23,0.58,0.36,,0.25,0.29,0.69,0.35,0.36,0.25,0.23,0.52,,0.62,0.22,,0.34,0.51,0.32,0.44,0.17,0.47,0.23,0.37,0.29,0.58,0.16,0.1,0.45,0.62,0.74,0.4,0.69,0.22,0.44,0.23,0.35,0.48,0.1,0.19
"Spain","Q1 2020",0.28,0.35,0.23,0.45,0.21,0.22,0.44,0.31,0.46,0.46,0.22,0.25,0.25,0.74,0.24,0.39,0.16,0.19,0.47,0.23,0.22,0.29,0.25,0.23,0.37,0.55,0.17,0.4,0.71,0.64,0.62,0.17,,0.55,0.23,0.43,0.11,0.42,0.41,0.36,0.3,0.31,0.37,,0.29,0.42,0.46,0.24,0.51,0.48,0.61,0.23,0.34,0.18,0.25,,0.19,0.25,0.27,0.72,0.29,0.27,0.36,0.27,0.21,0.69,0.49,0.25,0.6,0.09,0.24,0.39,0.23,0.41,,0.34,0.25,0.26,0.26,0.26,0.21,0.56,0.4,0.28,0.36,0.33,0.51,0.69,0.48,0.5,,0.45,0.37,0.21,0.25,0.31,0.51,0.3,0.36,0.27,0.24,0.68,0.22,0.57,0.23,0.37,0.29,0.46,0.23,0.56,0.2,0.21,0.21,0.69,0.35,0.24,0.36,0.09,0.72,,0.27,0.36,0.22,0.42,,0.08,0.21,0.32,0.57,0.51,0.19,0.55,0.25,0.17,0.41,0.31,0.55,0.57,0.27,0.47,0.69,0.15,0.4,0.42,0.48,,0.23,0.23,,0.24,0.23,0.2,0.61,0.37,,0.25,0.28,0.7,0.34,0.38,0.24,0.24,0.52,,0.61,0.22,,0.27,0.5,0.32,0.43,0.17,0.48,0.22,0.37,0.28,0.59,0.16,0.1,0.44,0.63,0.74,0.36,0.68,0.22,0.44,0.23,0.27,0.44,0.1,0.21
"Spain","Q1 2021",0.27,0.35,0.23,0.41,0.22,0.23,0.45,0.32,0.47,0.47,0.32,0.26,0.33,0.75,0.23,0.41,0.16,0.19,0.48,0.22,0.21,0.29,0.25,0.24,0.4,0.54,0.17,0.39,0.71,0.64,0.65,0.17,,0.57,0.21,0.41,0.11,0.42,0.4,0.36,0.31,0.32,0.37,,0.28,0.42,0.46,0.24,0.51,0.48,0.64,0.23,0.34,0.19,0.24,,0.21,0.25,0.27,0.73,0.29,0.27,0.34,0.27,0.21,0.7,0.5,0.25,0.6,0.19,0.24,0.4,0.23,0.45,,0.29,0.25,0.33,0.24,0.27,0.22,0.57,0.32,0.32,0.38,0.33,0.52,0.72,0.49,0.53,,0.46,0.37,0.21,0.24,0.24,0.52,0.28,0.35,0.26,0.21,0.68,0.21,0.59,0.23,0.39,0.3,0.37,0.21,0.56,0.21,0.2,0.22,0.68,0.38,0.24,0.36,,0.73,,0.27,0.37,0.26,0.42,0.1,0.08,0.21,0.32,0.59,0.53,0.18,0.55,0.26,0.17,0.4,0.29,0.54,0.61,0.27,0.49,0.68,0.15,0.39,0.41,0.47,,0.22,0.23,,0.24,0.24,0.2,0.63,0.38,,0.24,0.28,0.7,0.35,0.37,0.25,0.25,0.53,,0.63,0.2,,0.34,0.5,0.32,0.54,0.18,0.49,0.24,0.37,0.27,0.61,0.16,0.09,0.45,0.65,0.74,0.36,0.73,0.24,0.44,0.23,0.26,0.51,,0.2
"Sri Lanka","Q1 2016",0.19,0.25,0.21,0.42,0.19,0.2,0.35,0.22,0.44,0.33,0.3,0.3,0.22,0.58,0.21,0.39,0.15,0.2,0.36,0.18,0.2,0.2,0.18,0.23,0.34,0.49,0.16,0.36,0.62,0.59,0.55,,,0.43,0.21,0.4,0.1,0.27,0.37,0.33,0.21,0.23,0.28,,0.21,0.36,0.45,0.21,0.34,0.34,0.53,0.2,0.21,0.16,0.21,,0.18,0.24,0.29,0.57,0.2,0.25,0.25,0.22,0.18,0.57,0.4,0.17,0.46,0.09,0.22,0.24,0.22,0.3,,0.25,0.18,0.23,0.22,0.25,0.2,0.54,0.33,0.49,0.22,0.24,0.45,0.57,0.32,0.56,,0.34,0.35,0.19,0.22,0.21,0.4,0.21,0.26,0.25,0.24,0.61,0.27,0.49,0.2,0.22,0.19,0.43,0.24,0.44,0.17,0.18,0.18,0.47,0.33,0.31,0.33,0.16,0.55,,0.27,0.31,0.2,0.41,,0.15,0.18,0.25,0.52,0.48,,0.44,0.23,0.08,0.36,0.36,0.38,0.44,0.23,0.25,0.59,0.08,0.37,0.31,0.45,,0.2,0.22,,0.22,0.21,0.2,0.53,0.28,,0.31,0.22,0.61,0.23,0.41,0.23,0.2,0.49,0.58,,0.29,,0.23,0.38,0.24,0.49,0.17,0.44,0.21,0.29,0.22,0.42,,0.1,0.32,0.56,0.57,0.34,0.58,0.2,0.34,0.22,0.25,0.54,0.1,0.26
